"StationName","ID","District","lon","lat","StartYear","EndYear","Type","% Available","% missing","Number of Years","% Available 2022","% missing 2022","Remarks"
"Saltpond","23022SAL","Saltpond",-1.0667,5.2,1960,2023,"Synoptic",92.0773442847365,7.92265571526352,64,92.0773442847365,7.92265571526352,""
"Sampa","01014SAM","Sampa",-2.7,7.95,2002,2011,"Rainfall",18.0449069003286,81.9550930996714,5,8.59191655801825,91.4080834419817,""
"Sefwi  Wiawso","16008WIA","Sefwi - Wiawso",-2.4833,6.2,1995,2019,"Climate",58.3397218267441,41.6602781732559,19,52.0876112251882,47.9123887748118,""
"Sefwi  Wiawso","16026WIA","Sefwi - Wiawso",-2.4833,6.2,1991,2017,"Rainfall",33.6848509430136,66.3151490569864,12,28.4223134839151,71.5776865160849,""
"Sefwi Bekwai","16015BEK","Bibiani Anhwiase Bekwai",-2.3211,6.1965,1964,2022,"Synoptic",97.0069605568445,2.99303944315545,60,97.0069605568445,2.99303944315545,""
"Sefwi Wiawso","16026WIA","Sefwi - Wiawso",-2.4833,6.2,1991,2017,"Agromet",33.6848509430136,66.3151490569864,12,28.4223134839151,71.5776865160849,""
"Sege","22001SEG","Ningo Prampram",0.35,5.85,1972,1976,"Climate",72.7422003284072,27.2577996715928,6,7.13442130126691,92.8655786987331,""
"Sese","23002SES","Ahanta West Municipal",-1.9167,4.85,1963,1969,"Rainfall",77.1998435666797,22.8001564333203,8,9.00752908966461,90.9924709103354,""
"Shai Hills","23012SHA","Shai Osudoku",0.0333,5.8833,1955,1967,"Climate",42.396798652064,57.603201347936,12,8.10484358014253,91.8951564198575,""
"Somanya","07028SOM","Yilo Krobo",-0.0167,6.1,1957,1975,"Climate",72.2006052745352,27.7993947254648,19,20.7832075002074,79.2167924997926,""
"Somanya","07053SOM","Yilo Krobo",-0.0167,6.1,1972,2019,"Climate",88.3127994524298,11.6872005475702,48,83.116813399184,16.883186600816,""
"Sunyani","01017SUN","Sunyani Minicipal",-2.3333,7.3333,1956,2018,"Climate",22.1415844596063,77.8584155403937,20,20.819712324289,79.180287675711,""
"Sunyani","01032SUN","Sunyani Minicipal",-2.3299,7.3592,1976,2023,"Synoptic",96.1613050422085,3.83869495779146,49,96.1613050422085,3.83869495779146,""
"Tafo","22024TAF","Abuakwa North",-0.3667,6.2167,1958,2009,"Agromet",91.0282735744748,8.97172642552519,53,72.8233857040563,27.1766142959437,""
"Tafo Kwahu","14008TAF","Kwahu South",-0.6667,6.65,1963,2006,"Climate",54.7259038018792,45.2740961981208,30,40.1323294547114,59.8676705452886,""
"Takoradi","23003TDI","Sekondi-Takoradi Metro",-1.7744,4.8935,1958,2023,"Synoptic",95.5695677424708,4.43043225752925,67,95.5695677424708,4.43043225752925,""
"Tamale","07006TLE","Tamale Metropolitan",-0.8624,9.5539,1960,2023,"Synoptic",90.8667008898015,9.13329911019849,65,90.8667008898015,9.13329911019849,""
"Tarkwa-U.M.A.T.","18033TAR","Tarkwa Nsuaem Minicipal",-1.9833,5.3,1970,2019,"Climate",56.5545942394042,43.4454057605958,32,53.3526190722182,46.6473809277818,""
"Tema","23024TEM","Afigya Kwabre",0.0016,5.6323,1964,2023,"Synoptic",93.1553730321697,6.84462696783027,60,93.1553730321697,6.84462696783027,""
"Tsito","07055TSI","Tsito",0.2833,6.5333,1974,2017,"Climate",25.163337689005,74.836662310995,17,22.5959658043247,77.4040341956753,""
"Tumu","02010TUM","Tumu",-1.9833,10.8667,2012,2012,"Rainfall",8.19672131147541,91.8032786885246,2,0.746640119462419,99.2533598805376,""
"Tuna","02003TUN","Sawla-Tuna-Kalba",-2.4167,9.4833,2004,2014,"Agromet",22.7725236436038,77.2274763563962,7,13.1844380403458,86.8155619596542,""
"Twifo Praso","23023TWI","Twifo Atti Morkwa",-1.55,5.6,1974,2016,"Agromet",85.9011890563446,14.0988109436554,40,79.5981245813798,20.4018754186202,""
"Twifo Praso","23023TWI","Twifo Atti Morkwa",-1.55,5.6,1974,2016,"Climate",85.9011890563446,14.0988109436554,40,79.5981245813798,20.4018754186202,""
"Vea","04026VEA","Na",-0.85,10.8667,1972,2021,"Agromet",83.6719049444231,16.3280950555769,48,82.0324243074941,17.9675756925059,""
"Wa","01013WA-","Wa Municipal",-2.5,10.05,1952,2022,"Synoptic",95.9279682258127,4.07203177418732,72,95.9279682258127,4.07203177418732,""
"Walewale","06013WAL","Mamprusi West Municipal",-0.8,10.35,1972,2017,"Climate",40.3761456969408,59.6238543030592,25,36.4182950397251,63.5817049602749,""
"Weija","22020WEI","Ga South",-0.35,5.5667,1952,1982,"Climate",81.7892784597721,18.2107215402279,31,35.7112559287394,64.2887440712606,""
"Weija","23092WEI","Ga South",-0.4,5.55,1991,2002,"Agromet",67.191421400867,32.808578599133,11,25.1967830253251,74.8032169746749,""
"Wenchi","01018WEN","Wenchi Municipal",-2.1,7.75,1952,2023,"Synoptic",92.7941288310898,7.20587116891018,72,92.7941288310898,7.20587116891018,""
"Winneba","23067WIN","Effutu Municipal",-0.6167,5.3333,1964,2020,"Climate",46.5658021133525,53.4341978866475,36,44.9883990719258,55.0116009280742,""
"Yendi","08010YDI","Yendi",-0.0167,9.45,1951,2023,"Synoptic",94.8692945279976,5.13070547200239,74,94.8692945279976,5.13070547200239,""
"Zawse Bawku","04003ZAW","Bawku Municipal",-0.3,11.05,1953,1965,"Agromet",80.6234203875316,19.3765796124684,14,14.972425392107,85.027574607893,""
"Zongo Macheri","08011ZON","Krachi Nchumuru",-0.1167,8.25,1967,1993,"Climate",52.2612046238086,47.7387953761914,19,25.1980052801408,74.8019947198592,""
"Zuarungu","04015ZUA","Bolga East",-0.8,10.7833,1958,2021,"Agromet",63.590862422998,36.409137577002,48,62.613200791879,37.386799208121,""
